"","tag","stemtag","sp","quadrat","treeID","stemID","biannual","intraannual","cored","year.cored","status","lx","ly","gx","gy","NAD83_X","NAD83_Y","lat","lon"
"47",20627,1,"fagr",209,2817,2817,0,0,1,"2010-2011","A",NA,NA,36,175.699996948242,747417.4352,4308682.926,38.89219943,-78.14728965
"48",20693,1,"fagr",211,2878,2878,0,0,1,"2010-2011","A",NA,NA,36.0999984741211,219.800003051758,747416.5121,4308727.016,38.89259652,-78.1472844
"49",20712,1,"litu ",212,2897,2897,1,0,0,NA,"A",1.5,8.3,21.5,228.3000031,747401.7188,4308735.175,38.89267411,-78.14745183
"50",20804,1,"litu",215,2988,2988,0,0,1,"2016-2017","D",NA,NA,27.3999996185303,290.5,747406.1742,4308797.495,38.89323376,-78.14737806
"51",20820,1,"fagr",216,3003,3003,0,0,1,"2010-2011","A",NA,NA,25.6000003814697,304.600006103516,747404.0476,4308811.55,38.89336086,-78.14739749
"52",20835,1,"qual",216,3016,3016,0,0,1,"2010-2011","D",NA,NA,25.2999992370605,313,747403.5528,4308819.941,38.89343651,-78.14740016
"53",20847,1,"fagr",216,3028,3028,0,0,1,"2010-2011","A",NA,NA,37.5,314.600006103516,747415.7124,4308821.823,38.89345003,-78.14725945
"54",22004,2,"litu ",217,3037,32560,1,0,0,NA,"A",11.4,1.7,28.60000038,321.7000122,747406.6501,4308828.715,38.89351461,-78.14736133
"55",22031,1,"qupr",217,3062,3062,0,0,1,"2010-2011","A",NA,NA,35.7000007629395,337.799987792969,747413.3747,4308844.975,38.89365907,-78.14727803
"56",22041,1,"litu ",217,3072,3072,1,0,0,NA,"A",1.8,19,21.79999924,339,747399.4506,4308845.853,38.89367088,-78.14743807
"57",22064,1,"qupr",218,3095,3095,0,0,1,"2010-2011","A",NA,NA,38.4000015258789,357.700012207031,747415.6123,4308864.933,38.89383806,-78.14724506
"58",22170,1,"litu ",221,3197,3197,1,0,0,NA,"A",7.9,13.8,27.89999962,413.7999878,747403.8136,4308920.774,38.89434397,-78.14736083
"59",22208,1,"frni",222,3233,3233,0,0,1,"2016-2017","D",NA,NA,30.2000007629395,431.899993896484,747405.6931,4308938.922,38.89450679,-78.14733264
"60",22333,1,"fram ",226,3354,3354,1,0,0,NA,"A",5.5,2.7,25.5,502.7000122,747399.3519,4309009.594,38.89514464,-78.14738021
"61",22336,1,"quru",226,3357,3357,0,0,1,"2010-2011","A",NA,NA,23.8999996185303,507.5,747397.6409,4309014.356,38.89518798,-78.1473982
"62",22371,1,"quve",227,3392,3392,0,0,1,"2010-2011","A",NA,NA,25.3999996185303,526.599975585938,747398.6974,4309033.486,38.89535985,-78.14737914
"63",22545,1,"litu",230,3563,3563,0,0,1,"2010-2011","A",NA,NA,37.2000007629395,586.900024414062,747409.0953,4309094.043,38.89590196,-78.14723756
"64",22600,1,"qupr",231,3616,3616,0,0,1,"2010-2011","D",NA,NA,36.9000015258789,609.799987792969,747408.2641,4309116.93,38.89610819,-78.14723888
"65",22603,1,"litu",231,3619,3619,0,0,1,"2010-2011","A",NA,NA,33,618.799987792969,747404.1564,4309125.837,38.89618951,-78.14728298
"66",22604,1,"litu",231,3620,3620,0,0,1,"2010-2011","A",NA,NA,33.0999984741211,620,747404.2285,4309127.039,38.89620031,-78.14728172
"67",30039,1,"fram",302,3702,3702,1,0,1,"2016-2017","D",4.6,2.7,44.59999847,22.70000076,747429.5824,4308530.167,38.89082112,-78.1472048
"68",30062,1,"fram",303,3724,3724,0,0,1,"2010-2011","D",NA,NA,44.2000007629395,57.5999984741211,747428.3728,4308565.048,38.89113541,-78.14720616
"69",30109,1,"fram",301,3766,3766,0,0,1,"2016-2017","D",NA,NA,53.7000007629395,2.5,747439.1485,4308510.183,38.89063857,-78.14710183
"70",30135,1,"juni",302,3783,3783,0,0,1,"2010-2011","A",NA,NA,53.2999992370605,24.1000003814697,747438.2476,4308531.768,38.8908331,-78.14710443
"71",30141,1,"frni",302,3788,3788,0,0,1,"2016-2017","D",NA,NA,60,33.0999984741211,747444.737,4308540.921,38.89091365,-78.1470264
"72",30142,1,"frni",302,3789,3789,0,0,1,"2016-2017","D",NA,NA,57.4000015258789,31.2000007629395,747442.1817,4308538.961,38.89089673,-78.14705653
"73",30174,1,"fram",303,3818,3818,0,0,1,"2016-2017","D",NA,NA,48.4000015258789,50.2999992370605,747432.7411,4308557.847,38.89106937,-78.14715845
"74",30214,1,"fagr",305,3855,3855,0,0,1,"2010-2011","A",NA,NA,54.5999984741211,84.6999969482422,747438.1413,4308592.382,38.89137867,-78.14708381
"75",30225,1,"qual ",306,3866,3866,1,1,0,NA,"A",20,3.1,60,103.0999985,747443.113,4308610.902,38.89154396,-78.14701988
"76",30226,1,"juni",306,3867,3867,0,0,1,"2010-2011","A",NA,NA,51.5999984741211,104.5,747434.6828,4308612.107,38.89155718,-78.14711654
"77",30233,1,"fagr",306,3874,3874,1,1,1,"2010-2011","A",15.6,16.2,55.59999847,116.1999969,747438.4103,4308623.897,38.89166224,-78.14706936
"78",30234,1,"fagr ",306,3875,3875,1,1,0,NA,"A",15.3,18.5,55.29999924,118.5,747438.057,4308626.189,38.89168297,-78.1470726
"79",30315,1,"juni",306,3954,3954,0,0,1,"2010-2011","A",NA,NA,44.7000007629395,105.400001525879,747427.7638,4308612.847,38.89156578,-78.14719595
"80",30331,1,"cagl ",306,3967,3967,1,1,0,NA,"A",8.3,19.5,48.29999924,119.5,747431.0357,4308627.026,38.89169248,-78.14715316
"81",30333,1,"fagr",306,3969,3969,1,1,1,"2010-2011","A",14,19.3,54,119.3000031,747436.7388,4308626.959,38.89169027,-78.14708751
"82",30339,1,"litu ",307,3975,3975,1,1,0,NA,"A",8.6,4.1,48.59999847,124.0999985,747431.2289,4308631.632,38.89173388,-78.14714928
"83",30339,2,"litu ",307,3975,32681,1,1,0,NA,"A",8.6,4.1,48.59999847,124.0999985,747431.2289,4308631.632,38.89173388,-78.14714928
"84",30339,3,"litu ",307,3975,37149,1,1,0,NA,"A",8.6,4.1,48.59999847,124.0999985,747431.2289,4308631.632,38.89173388,-78.14714928
"85",30343,1,"quru ",307,3979,3979,1,1,1,"2016-2017","D",17.9,8,57.90000153,128,747440.4359,4308635.747,38.89176832,-78.14704176
"86",30365,1,"fram",308,NA,11,1,0,0,NA,"D",19.6,1.8,NA,NA,747384.3573,4309129.879,38.89623146,-78.14750956
"87",30421,1,"fagr",311,4052,4052,0,0,1,"2010-2011","A",NA,NA,53.0999984741211,202.800003051758,747433.9019,4308710.415,38.8924422,-78.14709011
"88",30462,1,"litu ",313,4091,4091,1,0,0,NA,"A",16.2,19,56.20000076,259,747435.6973,4308766.672,38.89294803,-78.14704916
"89",30467,1,"litu ",314,4096,4096,1,1,0,NA,"A",17.3,3,57.29999924,263,747436.7042,4308770.697,38.89298397,-78.14703611
"90",30472,1,"fagr",314,4101,4101,0,0,1,"2010-2011","A",NA,NA,55.4000015258789,267.299987792969,747434.7049,4308774.951,38.89302282,-78.1470576
"91",30483,1,"fagr",314,4112,4112,0,0,1,"2010-2011","A",NA,NA,55.5999984741211,275.5,747434.7146,4308783.154,38.89309664,-78.14705453
"92",30512,1,"quru ",313,4137,4137,1,1,0,NA,"A",2.9,14.3,42.90000153,254.3000031,747422.5099,4308761.665,38.89290667,-78.14720284
"93",30525,1,"caco",314,4150,4150,0,0,1,"2010-2011","D",NA,NA,48,266.799987792969,747427.3185,4308774.28,38.89301886,-78.14714291
"94",30534,1,"fagr",314,4159,4159,0,0,1,"2010-2011","A",NA,NA,45.0999984741211,275.399993896484,747424.2198,4308782.81,38.89309651,-78.14717553
"95",30567,1,"cagl",316,4190,4190,0,0,1,"2016-2017","D",NA,NA,48.4000015258789,303.299987792969,747426.8716,4308810.779,38.89334749,-78.14713491
"96",30584,1,"quve ",316,4207,4207,1,0,0,NA,"A",2.2,14.4,42.20000076,314.3999939,747420.4158,4308821.732,38.89344789,-78.14720531
"97",32032,1,"qupr",319,4267,4267,0,0,1,"2010-2011","A",NA,NA,50.2000007629395,371.600006103516,747427.0866,4308879.103,38.89396236,-78.14710781
"98",32084,1,"litu",319,4313,8257,1,0,0,NA,"D",6.5,11.5,46.5,331.5,747521.3284,4308550.801,38.890981,-78.14614078
"99",32097,1,"litu ",320,4326,4326,1,0,0,NA,"A",17.9,3,57.90000153,383,747434.5201,4308890.678,38.89406445,-78.14701803
"100",32126,1,"litu ",321,4355,4355,1,1,0,NA,"A",9.6,5,49.59999847,405,747425.7119,4308912.48,38.89426316,-78.14711161
"101",32138,1,"qual",321,4366,4366,0,0,1,"2016-2017","D",NA,NA,54.2999992370605,410.5,747430.2831,4308918.087,38.89431234,-78.14705695
"102",32177,1,"quve",322,4404,4404,0,0,1,"2016-2017","D",NA,NA,59.2000007629395,436.200012207031,747434.5855,4308943.894,38.8945434,-78.1469981
"103",32189,1,"litu",322,4416,4416,0,0,1,"2010-2011","A",NA,NA,41.7999992370605,438.600006103516,747417.1345,4308945.89,38.89456627,-78.14719836
"104",32368,1,"quve",327,4593,4593,0,0,1,"2010-2011","A",NA,NA,55.5999984741211,530.299987792969,747428.8035,4309037.885,38.89539097,-78.14703082
"105",32381,1,"qupr",327,4606,4606,1,0,1,"2010-2011","A",4.6,12.8,44.59999847,532.7999878,747417.7484,4309040.129,38.89541429,-78.14715733
"106",32423,1,"litu ",329,4647,4647,1,0,0,NA,"A",17.6,13.1,57.59999847,573.0999756,747429.81,4309080.72,38.89577622,-78.14700379
"107",32493,1,"quve",331,4714,4714,0,0,1,"2010-2011","A",NA,NA,46.0999984741211,605.700012207031,747417.5568,4309113.044,38.8960706,-78.14713326
"108",32498,1,"quve",331,4719,4719,0,0,1,"2010-2011","A",NA,NA,56,605.799987792969,747427.4518,4309113.374,38.89607078,-78.14701918
"109",32513,1,"qupr",332,4734,4734,0,0,1,"2016-2017","D",NA,NA,41.0999984741211,620.400024414062,747412.2171,4309127.625,38.89620333,-78.1471895
"110",32516,1,"quru",332,4737,4737,0,0,1,"2010-2011","A",NA,NA,48.4000015258789,620.799987792969,747419.5059,4309128.194,38.8962064,-78.14710535
"111",32540,1,"qupr ",332,4760,4760,1,0,0,NA,"A",19.9,15.6,59.90000153,635.5999756,747430.6594,4309143.257,38.89633883,-78.14697146
"112",33337,1,"cagl",315,39059,53766,0,0,1,"2016-2017","D",NA,NA,50.0999984741211,288.299987792969,747428.9,4308796,38.89321,-78.14712
"113",40024,1,"juni",401,104,104,0,0,1,"2010-2011","A",NA,NA,66.9000015258789,12.6000003814697,747452.1107,4308520.587,38.89072856,-78.14694881
"114",40113,1,"frni",402,4863,4863,0,0,1,"2016-2017","D",NA,NA,63.0999984741211,35.2000007629395,747447.7874,4308543.092,38.89093233,-78.14699049
"115",40131,1,"fram",403,4876,4876,0,0,1,"2010-2011","A",NA,NA,65.1999969482422,41,747449.7523,4308548.94,38.89098441,-78.14696575
"116",40479,1,"fagr",405,4956,4956,0,0,1,"2010-2011","A",NA,NA,61.5999984741211,80,747445.2485,4308587.846,38.89133584,-78.1470036
"117",40480,1,"fagr",405,4957,4957,0,0,1,"2010-2011","A",NA,NA,62.2000007629395,81.3000030517578,747445.8182,4308589.159,38.8913475,-78.14699657
"118",40485,1,"fagr",405,4962,4962,0,0,1,"2010-2011","A",NA,NA,67.5,85.8000030517578,747451.0123,4308593.781,38.89138764,-78.14693508
"119",40493,1,"fagr",405,4970,4970,0,0,1,"2010-2011","A",NA,NA,69.3000030517578,88.9000015258789,747452.7399,4308596.922,38.89141542,-78.14691405
"120",40522,1,"cagl",404,4999,4999,0,0,1,"2010-2011","A",NA,NA,74.0999984741211,75.5999984741211,747457.8472,4308583.737,38.89129531,-78.14685999
"121",40529,1,"qupr",405,5006,5006,0,0,1,"2010-2011","A",NA,NA,73.8000030517578,80.4000015258789,747457.4359,4308588.528,38.89133855,-78.146863
"122",40533,1,"quve",405,5010,5010,0,0,1,"2010-2011","A",NA,NA,79,83.8000030517578,747462.5556,4308592.048,38.89136879,-78.14680277
"123",40536,1,"fagr",405,5013,5013,0,0,1,"2010-2011","A",NA,NA,78.6999969482422,88.0999984741211,747462.156,4308596.34,38.89140753,-78.14680582
"124",40538,1,"qupr",405,5015,5015,0,0,1,"2010-2011","A",NA,NA,78.5,92.6999969482422,747461.8493,4308600.934,38.89144897,-78.1468077
"125",40549,1,"fagr",406,5026,5026,0,0,1,"2010-2011","A",NA,NA,75.8000030517578,100.900001525879,747458.9598,4308609.069,38.891523,-78.14683804
"126",40554,1,"fagr",406,5031,5031,0,0,1,"2010-2011","A",NA,NA,78,110.300003051758,747460.9411,4308618.518,38.89160748,-78.14681182
"127",40562,1,"fagr ",406,5039,5039,1,1,0,NA,"A",6.3,16.2,66.30000305,116.1999969,747449.1074,4308624.145,38.89166146,-78.14694608
"128",40563,1,"fagr",406,5040,5040,1,1,1,"2010-2011","A",3.6,17.8,63.59999847,117.8000031,747446.371,4308625.682,38.89167606,-78.14697704
"129",40564,1,"fagr ",406,5041,5041,1,1,0,NA,"A",2.4,12.4,62.40000153,112.4000015,747445.2966,4308620.255,38.89162753,-78.14699137
"130",40565,1,"cagl ",406,5042,5042,1,1,0,NA,"A",1.9,10.1,61.90000153,110.0999985,747444.8501,4308617.944,38.89160685,-78.14699734
"131",40566,1,"cagl ",406,5043,5043,1,1,0,NA,"A",1.1,9.4,61.09999847,109.4000015,747444.0666,4308617.226,38.89160061,-78.14700662
"132",40567,1,"fagr ",406,5044,5044,1,1,0,NA,"A",1.6,7.2,61.59999847,107.1999969,747444.6175,4308615.038,38.89158076,-78.14700107
"133",40568,1,"fagr ",406,5045,5045,1,1,0,NA,"A",0.1,5.2,60.09999847,105.1999969,747443.1643,4308613.004,38.89156286,-78.14701854
"134",40569,1,"litu ",407,5046,5046,1,1,0,NA,"A",5.6,1.7,65.59999847,121.6999969,747448.28,4308629.627,38.89171103,-78.14695363
"135",40585,1,"fagr",408,5062,5062,0,0,1,"2010-2011","A",NA,NA,64.5999984741211,148.600006103516,747446.6562,4308656.497,38.89195333,-78.14696265
"136",40617,1,"quru",406,5094,5094,0,0,1,"2016-2017","D",NA,NA,73,112.199996948242,747455.8984,4308620.301,38.89162495,-78.14686925
"137",40635,1,"cagl ",408,5109,5109,1,0,0,NA,"A",18.7,1,78.69999695,141,747460.9287,4308649.226,38.89188387,-78.1468009
"138",40649,1,"quru",409,5123,5123,0,0,1,"2010-2011","A",NA,NA,75.0999984741211,160.600006103516,747456.875,4308668.737,38.89206062,-78.14684055
"139",40853,1,"fram",411,5321,5321,0,0,1,"2010-2011","D",NA,NA,74.5,219,747454.9203,4308727.107,38.89258652,-78.14684203
"140",40873,1,"fagr",412,116,116,0,0,1,"2010-2011","A",NA,NA,75.9000015258789,233.399993896484,747455.9859,4308741.536,38.89271608,-78.14682456
"141",40875,1,"qual ",412,5341,5341,1,1,0,NA,"D",14.4,14.4,74.40000153,234.3999939,747454.4631,4308742.501,38.89272519,-78.14684175
"142",40889,1,"fagr",413,5353,5353,0,0,1,"2010-2011","A",NA,NA,74.9000015258789,244.199996948242,747454.7356,4308752.31,38.8928134,-78.14683507
"143",40934,1,"fram",414,5395,5395,0,0,1,"2016-2017","D",NA,NA,70.9000015258789,274.799987792969,747450.0268,4308782.809,38.89308923,-78.14687831
"144",40935,1,"fram",414,5396,5396,0,0,1,"2016-2017","D",NA,NA,69.9000015258789,274,747449.0456,4308781.986,38.8930821,-78.14688991
"145",40941,1,"litu",414,5402,9757,1,0,0,NA,"A",6,15.4,66,255.3999939,747530.7767,4308777.281,38.89301673,-78.14595033
"146",40942,1,"acru ",414,5403,5403,1,0,0,NA,"A",2.2,2,62.20000076,262,747441.626,4308769.81,38.8929746,-78.14697975
"147",40952,1,"caco",414,5413,5413,0,0,1,"2010-2011","D",NA,NA,71.5,267.299987792969,747450.8006,4308775.325,38.89302165,-78.1468721
"148",40972,1,"litu ",415,5432,32871,1,0,0,NA,"A",7.2,9.6,67.19999695,289.6000061,747445.9844,4308797.519,38.89322276,-78.14691957
"149",41006,1,"fram",415,5461,5461,0,0,1,"2016-2017","D",NA,NA,77.3000030517578,294.5,747455.968,4308802.652,38.89326615,-78.14680274
"150",41025,1,"fram",416,5474,5474,0,0,1,"2016-2017","D",NA,NA,79.1999969482422,306.799987792969,747457.5821,4308814.993,38.89337677,-78.1467797
"151",41039,1,"frni",416,5482,5482,0,0,1,"2016-2017","D",NA,NA,75.5999984741211,317,747453.7465,4308825.107,38.89346887,-78.14682023
"152",41040,1,"frni",416,5483,5483,0,0,1,"2016-2017","D",NA,NA,75.8000030517578,318,747453.9232,4308826.111,38.89347786,-78.14681783
"153",42009,1,"ploc ",417,5499,5499,1,0,0,NA,"A",4.1,19.2,79.5,323.7000122,747457.49,4308831.895,38.89352892,-78.14677467
"154",42092,1,"quru",420,5580,5580,0,0,1,"2010-2011","A",NA,NA,70.0999984741211,380.399993896484,747446.7771,4308888.362,38.89404015,-78.1468777
"155",42207,1,"quve",423,5693,5693,0,0,1,"2010-2011","A",NA,NA,64,442.5,747439.2381,4308950.304,38.89459977,-78.1469422
"156",42232,1,"litu",423,5718,5718,0,0,1,"2016-2017","D",NA,NA,67.3000030517578,450.200012207031,747442.3586,4308958.078,38.89466887,-78.14690346
"157",42248,1,"quve",424,5734,5734,0,0,1,"2010-2011","A",NA,NA,60.5,462.5,747435.275,4308970.217,38.89478012,-78.14698067
"158",42250,1,"litu",424,5735,5735,0,0,1,"2016-2017","D",NA,NA,60.5999984741211,460.100006103516,747435.4307,4308967.82,38.8947585,-78.14697974
"159",42270,1,"quru ",424,5755,5755,1,1,0,NA,"D",12.3,18.6,72.30000305,478.6000061,747446.6984,4308986.587,38.89492423,-78.14684321
"160",42283,1,"quve",425,5768,5768,0,0,1,"2010-2011","A",NA,NA,62.2999992370605,489.899993896484,747436.4389,4308997.651,38.89502671,-78.14695738
"161",42304,1,"quve",425,5789,5789,0,0,1,"2010-2011","D",NA,NA,63.4000015258789,491.200012207031,747437.5084,4308998.977,38.89503833,-78.14694458
"162",42389,1,"qupr",428,5873,5873,0,0,1,"2010-2011","A",NA,NA,61.2000007629395,545.099975585938,747434.0586,4309052.811,38.89552383,-78.14696491
"163",42397,1,"quru ",428,5881,5881,1,0,0,NA,"A",10.4,5.5,70.40000153,545.5,747443.2468,4309053.424,38.89552677,-78.14685887
"164",42544,1,"litu",430,5926,5926,0,0,1,"2010-2011","A",NA,NA,71.5,593,747443.2446,4309100.937,38.8959544,-78.14684177
"165",42562,1,"quru ",431,5942,5942,1,0,0,NA,"D",15.2,0.4,75.19999695,600.4000244,747446.7719,4309108.421,38.89602076,-78.14679845
"166",42565,1,"litu",431,5944,5944,0,0,1,"2016-2017","D",NA,NA,74.3000030517578,608.5,747445.6842,4309116.498,38.89609376,-78.14680806
"167",50025,1,"fram",501,6010,6010,0,0,1,"2016-2017","D",NA,NA,91.0999984741211,11.3000001907349,747476.3343,4308519.848,38.89071509,-78.1466701
"168",50046,1,"quru",501,6031,6031,0,0,1,"2010-2011","A",NA,NA,96.9000015258789,12.8999996185303,747482.0957,4308521.583,38.89072907,-78.14660313
"169",50160,1,"fram ",502,6050,6050,1,0,0,NA,"A",7.4,11,87.40000153,31,747472.1783,4308539.457,38.89089275,-78.1467109
"170",50234,1,"qual",504,6122,6122,0,0,1,"2010-2011","A",NA,NA,95.4000015258789,60.5,747479.4918,4308569.135,38.89115779,-78.14661598
"171",50244,1,"cagl",504,6132,6132,0,0,1,"2010-2011","A",NA,NA,90.6999969482422,67.8000030517578,747474.6237,4308576.324,38.89122387,-78.14666945
"172",50246,1,"cagl",504,6134,6134,0,0,1,"2010-2011","A",NA,NA,89.6999969482422,69.3000030517578,747473.5891,4308577.8,38.89123745,-78.14668083
"173",50262,1,"caovl",505,6150,6150,0,0,1,"2010-2011","A",NA,NA,81.1999969482422,80.9000015258789,747464.8223,4308589.2,38.89134252,-78.14677769
"174",50274,1,"quru",505,6162,6162,0,0,1,"2010-2011","A",NA,NA,92.5999984741211,81.5999984741211,747476.203,4308590.164,38.89134799,-78.14664628
"175",50281,1,"litu",505,6169,6169,0,0,1,"2010-2011","A",NA,NA,97.5,88.4000015258789,747480.9439,4308597.076,38.89140887,-78.14658919
"176",50288,1,"quru ",505,6176,6176,1,0,0,NA,"A",10.8,10.6,90.80000305,90.59999847,747474.1947,4308599.12,38.89142916,-78.14666618
