tag,stemtag,sp,quadrat,biannual,intraannual,cored,treeID,stemID,dendro.start.date,dendro.end.date,mortality.year,tree.notes,lx,ly,gx,gy,NAD83_X,NAD83_Y,lat,lon
192546,1,litu,1929,1,0,0,28952,28952,24-Mar-11,NA,NA,,17.4,7.3,377.4,567.3,747749.7,4309082,38.8957,-78.14332
192548,1,litu,1929,1,0,0,28954,28954,24-Mar-11,NA,NA,,15.3,11.3,375.3,571.3,747747.5,4309086,38.89574,-78.14334
192560,1,qual,1930,1,1,0,28965,28965,27-Jan-10,NA,NA,,12.9,19.5,372.9,599.5,747744.4,4309114,38.89599,-78.14337
192570,1,fram,1931,1,0,0,28974,28974,24-Mar-11,NA,NA,,16.4,16.3,376.4,616.3,747747.5,4309131,38.89614,-78.14333
192619,1,quru,1926,1,1,0,29017,29017,24-Mar-11,NA,NA,,12.6,8.5,372.6,508.5,747746.2,4309023,38.89517,-78.14338
192674,1,litu,1929,1,0,0,29069,29069,24-Mar-11,NA,NA,,9.5,2.8,369.5,562.8,747741.9,4309078,38.89566,-78.14341
200038,1,litu,2001,1,0,1,29145,29145,27-Jan-10,NA,NA,,3.6,9.6,383.6,9.6,747768.8,4308525,38.89068,-78.1433
200038,2,litu,2001,1,0,1,29145,36227,27-Jan-10,NA,NA,,3.6,9.6,383.6,9.6,747768.8,4308525,38.89068,-78.1433
200142,1,litu,2002,1,1,0,29241,29241,24-Mar-11,NA,NA,,1.3,3.5,381.3,23.5,747766.2,4308539,38.8908,-78.14333
200151,1,litu,2002,1,0,0,29250,29250,24-Mar-11,NA,NA,,6.9,4,386.9,24,747771.8,4308539,38.89081,-78.14326
200547,1,litu,2005,1,0,0,29606,29606,24-Mar-11,NA,NA,,2.6,1.1,382.6,81.1,747766.1,4308596,38.89132,-78.14331
200551,1,litu,2005,1,1,0,29610,29610,24-Mar-11,NA,NA,,1,5.3,381,85.3,747764.4,4308601,38.89136,-78.14332
200553,1,litu,2005,1,0,0,29612,29612,24-Mar-11,NA,NA,,1.2,8.1,381.2,88.1,747764.6,4308603,38.89139,-78.14332
200577,1,juni,2007,1,0,1,29636,29636,24-Mar-11,NA,NA,,8.8,9.6,386.1,129.6,747768.5,4308645,38.89176,-78.14326
200586,1,juni,2007,1,0,0,29644,29644,24-Mar-11,NA,NA,,2,13.9,382,133.9,747764.3,4308649,38.8918,-78.14331
200613,1,litu,2004,1,0,0,29668,29668,27-Jan-10,NA,NA,,10.1,16.2,390.1,76.2,747773.7,4308592,38.89128,-78.14322
200676,1,litu,2008,1,0,0,29730,29730,27-Jan-10,NA,NA,,12.2,5.9,392.2,146.9,747774.2,4308662,38.89191,-78.14319
200812,1,juni,2008,1,0,0,29859,29859,24-Mar-11,NA,NA,,8,1.2,388,141.2,747770.1,4308657,38.89186,-78.14324
200818,1,litu,2008,1,0,0,29865,29865,24-Mar-11,NA,NA,,4.4,3.9,384.4,143.9,747766.5,4308659,38.89189,-78.14328
200822,1,litu,2008,1,0,0,29869,29869,24-Mar-11,NA,NA,,8.7,10.3,385.6,150.3,747767.5,4308666,38.89195,-78.14326
201207,1,litu,2012,1,0,0,30211,30211,27-Jan-10,NA,NA,,10,17.3,390,237.3,747769.9,4308753,38.89273,-78.14321
201208,1,fram,2012,1,0,0,30212,42566,27-Jan-10,29-Nov-12,2013,,19.2,10,399.2000122,230,747779.3,4308746,38.89266,-78.1431
201248,1,fram,2013,1,0,1,30243,30243,27-Jan-10,18-Apr-17,2017,,7.8,4.6,387.8,244.6,747767.5,4308760,38.89279,-78.14323
201252,1,caco,2013,1,0,0,30247,30247,24-Mar-11,15-Dec-11,2012,,0.3,13.7,380.3,253.7,747759.8,4308769,38.89288,-78.14332
201261,1,juni,2013,1,0,1,30255,30255,24-Mar-11,NA,NA,,0.3,17.3,380.3,257.3,747759.7,4308772,38.89291,-78.14332
201263,1,ulru,2013,1,0,0,30257,30257,15-Mar-12,27-Oct-14,2015,,4.6,19.1,384.6,259.1,747764,4308774,38.89292,-78.14327
201264,1,litu,2014,1,0,0,30258,30258,24-Mar-11,NA,NA,,0.3,6.8,380.3,266.8,747759.5,4308782,38.89299,-78.14331
201274,1,litu,2014,1,0,0,30267,30267,24-Mar-11,NA,NA,,5.3,8.9,385.3,268.9,747764.5,4308784,38.89301,-78.14326
201278,1,litu,2014,1,0,0,30270,30270,24-Mar-11,NA,NA,,2.2,11.8,382.2,271.8,747761.3,4308787,38.89304,-78.14329
201279,1,quru,2014,1,0,0,30271,30271,24-Mar-11,NA,NA,,1.9,13,381.9,273,747761,4308788,38.89305,-78.1433
201432,1,quve,2016,1,0,0,30376,30376,24-Mar-11,NA,NA,,0.3,12.5,380.3,312.5,747758.5,4308828,38.89341,-78.14331
201441,1,litu,2016,1,0,0,30385,30385,24-Mar-11,NA,NA,,11.8,19.2,391.8,319.2,747769.8,4308835,38.89347,-78.14318
202050,1,qual,2019,1,0,0,30435,30435,24-Mar-11,NA,NA,,9.2,14.5,389.2,374.5,747765.9,4308890,38.89396,-78.1432
202072,1,qual,2020,1,1,0,30457,30457,24-Mar-11,NA,NA,,2.1,10.8,382.1,390.8,747758.5,4308906,38.89411,-78.14328
202118,1,quve,2023,1,0,0,30503,30503,24-Mar-11,NA,NA,,12.8,3.5,392.8,443.5,747767.9,4308959,38.89458,-78.14315
202201,1,cato,2017,1,0,0,30581,30581,24-Mar-11,NA,NA,,3.2,1.1,383.2,321.1,747761.2,4308836,38.89348,-78.14328
202203,1,quru,2017,1,0,0,30583,30583,24-Mar-11,NA,NA,,9.2,1.4,389.2,321.4,747767.2,4308837,38.89349,-78.14321
202212,1,quve,2017,1,0,0,30592,30592,24-Mar-11,NA,NA,,4.3,9.5,384.3,329.5,747762.1,4308845,38.89356,-78.14326
202215,1,qual,2017,1,1,0,30595,30595,24-Mar-11,NA,NA,,5.5,11.7,385.5,331.7,747763.2,4308847,38.89358,-78.14325
202283,1,litu,2020,1,0,0,30656,30656,24-Mar-11,NA,NA,,4.5,2.9,384.5,382.9,747761,4308898,38.89404,-78.14325
202336,1,cagl,2022,1,0,0,30709,30709,24-Mar-11,NA,NA,,3,10.7,383,430.7,747758.4,4308946,38.89447,-78.14327
202337,1,cagl,2023,1,0,0,30710,30710,24-Mar-11,NA,NA,,1,0.2,381,440.2,747756.2,4308955,38.89456,-78.14329
202444,1,litu,2025,1,0,0,30813,30813,24-Mar-11,NA,NA,,0.9,12.5,380.9,492.5,747754.9,4309008,38.89503,-78.14329
202449,1,litu,2026,1,0,0,30818,30818,24-Mar-11,NA,NA,,0,1,380,501,747753.8,4309016,38.8951,-78.1433
202536,1,fram,2028,1,0,1,30898,30898,24-Mar-11,NA,NA,,9.5,13.3,389.5,553.3,747762.1,4309069,38.89557,-78.14318
202541,1,fram,2028,1,0,0,30903,30903,24-Mar-11,NA,NA,,2.5,15,382.5,555,747755,4309070,38.89559,-78.14326
202543,1,litu,2028,1,0,0,30905,30905,24-Mar-11,NA,NA,,0.5,15.6,380.5,555.6,747753,4309071,38.8956,-78.14328
202545,1,litu,2029,1,0,0,30907,30907,24-Mar-11,NA,NA,,4.5,2.6,384.5,562.6,747756.9,4309078,38.89566,-78.14324
202550,1,litu,2029,1,0,0,30912,30912,24-Mar-11,NA,NA,,2.1,10.7,382.1,570.7,747754.3,4309086,38.89573,-78.14326
202581,1,fram,2031,1,0,0,30938,30938,24-Mar-11,NA,NA,,2.4,16.7,382.4,616.7,747753.5,4309132,38.89615,-78.14326
202584,1,fram,2031,1,0,0,30940,30940,24-Mar-11,27-Oct-14,2015,,2.7,19.3,382.7,619.3,747753.8,4309134,38.89617,-78.14325
202585,1,juni,2032,1,0,1,30941,30941,24-Mar-11,NA,NA,,1,4.8,381,624.8,747751.9,4309140,38.89622,-78.14327
202586,1,fram,2032,1,0,0,30942,30942,24-Mar-11,NA,NA,,4.2,5.3,384.2,625.3,747755.1,4309140,38.89622,-78.14324
202671,1,litu,2025,1,0,0,31024,31024,24-Mar-11,6-Apr-16,2016,,1.2,17.4,381.2,497.4,747755.1,4309013,38.89507,-78.14328
202971,1,fram,2032,1,0,0,31191,31191,24-Mar-11,8-Mar-18,2018,,5.6,10.2,385.6,630.2,747756.4,4309145,38.89627,-78.14322
